STATELINK,CITYLINK,TYPE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
MISSOURI,CONCORDIA,ASSAULTS,,3,4,3,4,4,1,2,1,3,2,3
MISSOURI,CONCORDIA,MURDERS,,0,0,0,0,0,0,0,0,0,0,0
OREGON,CONDON,RAPES,0,,0,0,0,,0,0,0,0,0,0
OREGON,CONDON,BURGLARIES,2,,0,1,0,,0,0,0,1,0,0
OREGON,CONDON,ARSON,0,,0,0,0,,0,0,0,0,0,0
OREGON,CONDON,ROBBERIES,0,,0,0,2,,0,0,0,0,0,0
OREGON,CONDON,MURDERS,0,,0,0,0,,0,0,0,0,0,0
OREGON,CONDON,ASSAULTS,1,,0,0,0,,0,0,1,0,1,0
OREGON,CONDON,AUTO THEFTS,0,,0,1,0,,0,0,1,0,0,0
OREGON,CONDON,THEFTS,1,,2,2,1,,0,1,0,0,1,1
OHIO,CONNEAUT,AUTO THEFTS,22,12,15,43,33,23,20,17,17,26,4,3
OHIO,CONNEAUT,BURGLARIES,91,65,75,116,127,118,128,93,81,91,106,121
OHIO,CONNEAUT,MURDERS,1,0,0,1,0,0,0,1,1,0,0,0
OHIO,CONNEAUT,RAPES,3,1,1,5,1,2,2,4,3,3,4,0
OHIO,CONNEAUT,ROBBERIES,5,3,1,2,1,3,7,2,6,2,2,6
OHIO,CONNEAUT,ASSAULTS,10,12,18,13,33,32,26,16,19,12,29,15
OHIO,CONNEAUT,ARSON,0,0,3,2,0,1,0,0,1,1,0,2
OHIO,CONNEAUT,THEFTS,430,297,340,401,414,368,287,254,228,244,243,216
WASHINGTON,CONNELL,RAPES,0,1,2,0,1,1,1,0,0,2,2,
WASHINGTON,CONNELL,BURGLARIES,19,7,19,13,6,12,4,5,2,6,7,
WASHINGTON,CONNELL,ASSAULTS,2,3,0,0,0,2,1,1,1,7,5,
WASHINGTON,CONNELL,ROBBERIES,0,0,0,0,0,1,0,0,0,1,0,
WASHINGTON,CONNELL,AUTO THEFTS,4,2,1,4,1,3,2,2,0,5,1,
WASHINGTON,CONNELL,THEFTS,66,54,61,76,65,34,37,30,22,22,28,
WASHINGTON,CONNELL,MURDERS,0,0,0,0,0,0,0,0,0,0,0,
WASHINGTON,CONNELL,ARSON,0,0,0,0,0,0,0,0,0,1,0,
PENNSYLVANIA,CONNELLSVILLE,RAPES,5,,,4,4,3,6,4,4,3,2,5
PENNSYLVANIA,CONNELLSVILLE,THEFTS,348,,,434,362,306,253,237,299,243,288,266
PENNSYLVANIA,CONNELLSVILLE,ASSAULTS,19,,,6,17,10,11,13,9,9,12,16
PENNSYLVANIA,CONNELLSVILLE,MURDERS,1,,,1,1,0,0,0,1,0,1,0
PENNSYLVANIA,CONNELLSVILLE,ROBBERIES,8,,,18,10,5,11,2,6,9,10,14
PENNSYLVANIA,CONNELLSVILLE,BURGLARIES,109,,,99,76,55,55,99,92,54,48,57
PENNSYLVANIA,CONNELLSVILLE,AUTO THEFTS,34,,,21,32,7,20,5,18,12,8,10
PENNSYLVANIA,CONNELLSVILLE,ARSON,0,,,11,5,1,0,0,0,0,0,0
INDIANA,CONNERSVILLE,THEFTS,780,852,824,875,827,886,963,,,,,
INDIANA,CONNERSVILLE,ASSAULTS,21,13,18,22,28,9,18,,,,,
INDIANA,CONNERSVILLE,RAPES,3,1,5,4,4,2,4,,,,,
INDIANA,CONNERSVILLE,BURGLARIES,102,128,136,158,158,199,263,,,,,
INDIANA,CONNERSVILLE,ROBBERIES,4,3,2,6,9,3,4,,,,,
INDIANA,CONNERSVILLE,MURDERS,0,0,0,0,3,0,0,,,,,
INDIANA,CONNERSVILLE,ARSON,3,2,2,1,1,1,7,,,,,
INDIANA,CONNERSVILLE,AUTO THEFTS,27,29,29,45,51,42,25,,,,,
NORTH CAROLINA,CONOVER,MURDERS,0,,,1,,,0,,0,,0,0
NORTH CAROLINA,CONOVER,BURGLARIES,61,,,83,,,93,,86,,79,70
NORTH CAROLINA,CONOVER,RAPES,1,,,1,,,4,,1,,0,0
NORTH CAROLINA,CONOVER,ROBBERIES,8,,,5,,,8,,5,,10,4
NORTH CAROLINA,CONOVER,THEFTS,478,,,262,,,435,,378,,516,476
NORTH CAROLINA,CONOVER,ARSON,0,,,0,,,0,,0,,1,1
NORTH CAROLINA,CONOVER,AUTO THEFTS,36,,,25,,,51,,22,,13,18
NORTH CAROLINA,CONOVER,ASSAULTS,13,,,10,,,14,,13,,9,21
MONTANA,CONRAD,ASSAULTS,,10,5,0,2,,7,6,7,8,11,8
MONTANA,CONRAD,ROBBERIES,,0,0,0,0,,0,1,0,0,0,0
MONTANA,CONRAD,RAPES,,0,4,0,0,,1,2,1,0,1,0
MONTANA,CONRAD,BURGLARIES,,1,5,4,3,,4,3,0,5,3,1
MONTANA,CONRAD,ARSON,,,0,0,0,,1,1,0,0,1,0
MONTANA,CONRAD,THEFTS,,32,53,28,22,,34,26,28,30,34,32
MONTANA,CONRAD,AUTO THEFTS,,2,2,2,0,,5,4,1,2,3,2
MONTANA,CONRAD,MURDERS,,0,1,0,0,,0,0,0,0,0,0
TEXAS,CONRAD,ROBBERIES,,0,0,0,0,,0,1,0,0,0,0
TEXAS,CONRAD,BURGLARIES,,1,5,4,3,,4,3,0,5,3,1
TEXAS,CONRAD,MURDERS,,0,1,0,0,,0,0,0,0,0,0
TEXAS,CONRAD,ARSON,,,0,0,0,,1,1,0,0,1,0
TEXAS,CONRAD,RAPES,,0,4,0,0,,1,2,1,0,1,0
TEXAS,CONRAD,ASSAULTS,,10,5,0,2,,7,6,7,8,11,8
TEXAS,CONRAD,THEFTS,,32,53,28,22,,34,26,28,30,34,32
TEXAS,CONRAD,AUTO THEFTS,,2,2,2,0,,5,4,1,2,3,2
TEXAS,CONROE,BURGLARIES,480,540,521,492,569,450,441,558,,,,
TEXAS,CONROE,ASSAULTS,190,187,235,233,213,155,156,147,,,,
TEXAS,CONROE,MURDERS,2,2,0,4,2,5,4,3,,,,
TEXAS,CONROE,ARSON,10,7,7,1,12,8,4,5,,,,
TEXAS,CONROE,THEFTS,"1,815","1,973","2,202","2,122","1,897","1,780","1,792","1,783",,,,
TEXAS,CONROE,ROBBERIES,96,139,126,94,101,58,67,78,,,,
TEXAS,CONROE,AUTO THEFTS,182,178,182,205,172,184,191,177,,,,
TEXAS,CONROE,RAPES,17,25,26,25,24,20,25,27,,,,
PENNSYLVANIA,CONSHOHOCKEN,ASSAULTS,,,17,16,20,19,,21,10,17,20,28
PENNSYLVANIA,CONSHOHOCKEN,ARSON,,,1,0,2,0,,0,1,0,0,1
PENNSYLVANIA,CONSHOHOCKEN,AUTO THEFTS,,,18,17,19,25,,8,10,5,2,6
PENNSYLVANIA,CONSHOHOCKEN,THEFTS,,,141,148,152,175,,164,125,177,115,149
PENNSYLVANIA,CONSHOHOCKEN,BURGLARIES,,,0,0,0,0,,34,31,23,16,26
PENNSYLVANIA,CONSHOHOCKEN,MURDERS,,,0,0,1,0,,0,0,0,0,0
PENNSYLVANIA,CONSHOHOCKEN,ROBBERIES,,,3,1,4,2,,1,1,2,0,3
PENNSYLVANIA,CONSHOHOCKEN,RAPES,,,2,0,5,3,,1,0,3,0,0
MICHIGAN,CONSTANTINE,RAPES,1,,4,6,2,2,4,,,,,5
MICHIGAN,CONSTANTINE,ASSAULTS,12,,6,2,4,9,6,,,,,4
MICHIGAN,CONSTANTINE,ROBBERIES,0,,0,0,0,2,0,,,,,0
MICHIGAN,CONSTANTINE,MURDERS,0,,0,0,0,0,1,,,,,0
MICHIGAN,CONSTANTINE,ARSON,1,,0,0,0,4,1,,,,,0
MICHIGAN,CONSTANTINE,THEFTS,72,,95,73,87,99,104,,,,,75
MICHIGAN,CONSTANTINE,BURGLARIES,10,,7,5,2,13,7,,,,,9
MICHIGAN,CONSTANTINE,AUTO THEFTS,6,,0,3,2,11,5,,,,,3
TEXAS,CONVERSE,AUTO THEFTS,25,23,23,11,10,8,16,25,,,,
TEXAS,CONVERSE,RAPES,13,11,10,4,2,0,8,2,,,,
TEXAS,CONVERSE,ASSAULTS,6,7,7,6,2,5,5,11,,,,
TEXAS,CONVERSE,BURGLARIES,52,69,67,51,66,98,84,79,,,,
TEXAS,CONVERSE,ROBBERIES,7,2,6,2,4,2,18,11,,,,
TEXAS,CONVERSE,THEFTS,172,191,214,183,169,158,265,356,,,,
TEXAS,CONVERSE,MURDERS,0,0,0,0,0,0,1,0,,,,
TEXAS,CONVERSE,ARSON,2,0,5,0,1,0,0,4,,,,
PENNSYLVANIA,CONWAY,ASSAULTS,,,,,,,,,,6,0,1
PENNSYLVANIA,CONWAY,THEFTS,,,,,,,,,,9,12,26
PENNSYLVANIA,CONWAY,ROBBERIES,,,,,,,,,,0,0,2
PENNSYLVANIA,CONWAY,AUTO THEFTS,,,,,,,,,,0,0,0
PENNSYLVANIA,CONWAY,ARSON,,,,,,,,,,0,0,1
PENNSYLVANIA,CONWAY,MURDERS,,,,,,,,,,0,0,0
PENNSYLVANIA,CONWAY,BURGLARIES,,,,,,,,,,2,6,6
PENNSYLVANIA,CONWAY,RAPES,,,,,,,,,,0,0,0
ARKANSAS,CONWAY,ARSON,0,4,2,3,4,6,6,6,4,9,5,9
ARKANSAS,CONWAY,ROBBERIES,29,20,18,31,41,61,64,62,57,49,82,76
ARKANSAS,CONWAY,MURDERS,1,4,0,3,0,3,1,0,2,4,4,1
ARKANSAS,CONWAY,RAPES,27,23,16,30,25,35,39,32,28,21,22,29
ARKANSAS,CONWAY,AUTO THEFTS,67,58,107,152,169,184,173,129,132,91,105,101
ARKANSAS,CONWAY,ASSAULTS,25,43,47,61,69,88,79,136,182,183,139,146
ARKANSAS,CONWAY,BURGLARIES,122,269,299,414,425,393,465,906,444,444,406,410
ARKANSAS,CONWAY,THEFTS,"1,886","2,046","1,723","1,921","2,154","1,843","1,681","1,743","1,999","2,068","2,208","2,028"
MISSOURI,CONWAY,ASSAULTS,,,,2,,,,0,3,1,1,0
MISSOURI,CONWAY,BURGLARIES,,,,9,,,,1,5,1,0,1
MISSOURI,CONWAY,THEFTS,,,,26,,,,6,9,6,12,6
MISSOURI,CONWAY,AUTO THEFTS,,,,2,,,,1,0,1,0,0
MISSOURI,CONWAY,ARSON,,,,1,,,,0,0,0,0,0
MISSOURI,CONWAY,RAPES,,,,0,,,,0,0,0,0,0
MISSOURI,CONWAY,ROBBERIES,,,,0,,,,0,1,0,0,0
MISSOURI,CONWAY,MURDERS,,,,0,,,,0,0,0,0,0
SOUTH CAROLINA,CONWAY,RAPES,,6,9,8,4,6,7,,2,6,11,
SOUTH CAROLINA,CONWAY,ARSON,,2,5,2,4,4,5,,3,2,5,
SOUTH CAROLINA,CONWAY,ROBBERIES,,37,27,38,35,41,54,,42,34,35,
SOUTH CAROLINA,CONWAY,MURDERS,,2,1,1,4,3,1,,0,1,1,
SOUTH CAROLINA,CONWAY,BURGLARIES,,235,224,186,175,210,310,,278,263,220,
SOUTH CAROLINA,CONWAY,AUTO THEFTS,,69,83,53,53,54,90,,59,46,31,
SOUTH CAROLINA,CONWAY,ASSAULTS,,127,111,82,94,154,157,,148,118,111,
SOUTH CAROLINA,CONWAY,THEFTS,,962,"1,081","1,069",843,838,"1,012",,775,647,636,
KANSAS,CONWAY SPRINGS,BURGLARIES,,4,1,0,,,,,,,,
KANSAS,CONWAY SPRINGS,ARSON,,0,1,0,,,,,,,,
KANSAS,CONWAY SPRINGS,ASSAULTS,,1,4,1,,,,,,,,
KANSAS,CONWAY SPRINGS,THEFTS,,5,13,13,,,,,,,,
KANSAS,CONWAY SPRINGS,ROBBERIES,,0,0,0,,,,,,,,
KANSAS,CONWAY SPRINGS,AUTO THEFTS,,1,3,4,,,,,,,,
KANSAS,CONWAY SPRINGS,MURDERS,,0,0,0,,,,,,,,
KANSAS,CONWAY SPRINGS,RAPES,,0,0,0,,,,,,,,
GEORGIA,CONYERS,RAPES,5,10,8,9,7,6,4,7,6,2,6,1
GEORGIA,CONYERS,ASSAULTS,59,107,87,82,18,37,36,42,31,34,38,38
GEORGIA,CONYERS,ARSON,,4,,1,0,,,,4,2,1,2
GEORGIA,CONYERS,ROBBERIES,34,43,41,43,37,41,37,44,38,34,34,27
GEORGIA,CONYERS,THEFTS,711,"1,048",917,812,742,755,699,724,749,757,814,759
GEORGIA,CONYERS,BURGLARIES,126,156,169,141,195,155,141,210,174,205,276,161
GEORGIA,CONYERS,MURDERS,1,2,0,0,0,0,1,0,0,4,2,0
GEORGIA,CONYERS,AUTO THEFTS,95,128,142,128,144,130,98,99,65,58,73,87
TENNESSEE,COOKEVILLE,THEFTS,"1,089","1,059",893,922,,981,"1,281","1,326","1,239","1,270",,"1,097"
TENNESSEE,COOKEVILLE,ROBBERIES,26,23,22,16,,30,28,26,40,21,,26
TENNESSEE,COOKEVILLE,BURGLARIES,186,214,211,231,,280,335,357,389,426,,370
TENNESSEE,COOKEVILLE,AUTO THEFTS,77,82,92,82,,78,99,75,50,68,,55
TENNESSEE,COOKEVILLE,ASSAULTS,107,51,37,79,,85,85,88,94,68,,108
TENNESSEE,COOKEVILLE,ARSON,6,8,1,6,,1,2,5,3,5,,1
TENNESSEE,COOKEVILLE,MURDERS,0,2,0,1,,0,1,1,1,1,,0
TENNESSEE,COOKEVILLE,RAPES,11,6,8,13,,18,13,18,17,8,,12
MISSOURI,COOL VALLEY,ROBBERIES,7,6,4,1,5,2,3,0,4,0,2,3
MISSOURI,COOL VALLEY,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,COOL VALLEY,ASSAULTS,9,13,4,3,5,8,7,4,5,18,3,2
MISSOURI,COOL VALLEY,ARSON,,0,0,0,0,0,0,0,0,2,0,0
MISSOURI,COOL VALLEY,AUTO THEFTS,13,12,20,13,14,15,12,9,6,10,5,0
MISSOURI,COOL VALLEY,RAPES,0,0,0,0,2,0,0,0,0,0,0,0
MISSOURI,COOL VALLEY,BURGLARIES,12,24,12,8,8,15,13,24,15,23,23,11
MISSOURI,COOL VALLEY,THEFTS,114,102,68,81,61,55,59,66,53,45,40,48
ARIZONA,COOLIDGE,AUTO THEFTS,67,68,,,85,101,76,55,47,30,,
ARIZONA,COOLIDGE,MURDERS,0,2,,,0,1,1,1,2,0,,
ARIZONA,COOLIDGE,BURGLARIES,156,95,,,153,213,237,170,136,133,,
ARIZONA,COOLIDGE,RAPES,6,6,,,3,4,6,3,3,8,,
ARIZONA,COOLIDGE,THEFTS,255,295,,,353,476,457,437,365,401,,
ARIZONA,COOLIDGE,ASSAULTS,70,75,,,62,52,72,79,46,62,,
ARIZONA,COOLIDGE,ROBBERIES,12,10,,,17,24,13,8,10,10,,
ARIZONA,COOLIDGE,ARSON,7,33,,,24,13,13,11,12,7,,
GEORGIA,COOLIDGE,THEFTS,,2,1,3,5,5,2,,1,2,3,1
GEORGIA,COOLIDGE,ARSON,,,0,0,0,0,0,,0,0,0,0
GEORGIA,COOLIDGE,AUTO THEFTS,,0,2,0,0,1,1,,1,4,0,0
GEORGIA,COOLIDGE,ROBBERIES,,0,0,0,0,0,0,,0,1,0,0
GEORGIA,COOLIDGE,RAPES,,0,0,0,0,0,0,,1,0,0,0
GEORGIA,COOLIDGE,MURDERS,,0,0,0,0,0,0,,0,0,0,0
GEORGIA,COOLIDGE,BURGLARIES,,1,7,3,1,2,1,,2,6,3,7
GEORGIA,COOLIDGE,ASSAULTS,,3,4,0,0,0,2,,0,1,1,0
MINNESOTA,COON RAPIDS,BURGLARIES,,251,,266,227,306,317,208,251,186,254,194
MINNESOTA,COON RAPIDS,ROBBERIES,,26,,14,24,26,23,33,30,38,16,16
MINNESOTA,COON RAPIDS,RAPES,,29,,19,26,,,,,,,
MINNESOTA,COON RAPIDS,AUTO THEFTS,,139,,119,135,140,116,99,70,56,57,60
MINNESOTA,COON RAPIDS,ASSAULTS,,41,,79,57,76,60,69,65,65,57,42
MINNESOTA,COON RAPIDS,ARSON,,21,,30,18,22,7,14,7,11,13,10
MINNESOTA,COON RAPIDS,MURDERS,,2,,0,1,1,0,0,1,0,2,1
MINNESOTA,COON RAPIDS,THEFTS,,"2,274",,"2,590","2,709","2,706","2,663","2,592","2,307","2,467","2,361","1,663"
FLORIDA,COOPER CITY,AUTO THEFTS,37,43,41,29,24,33,19,30,17,16,32,28
FLORIDA,COOPER CITY,THEFTS,435,552,550,442,467,426,560,569,525,452,475,518
FLORIDA,COOPER CITY,ARSON,4,1,3,3,4,6,8,9,3,7,1,2
FLORIDA,COOPER CITY,ROBBERIES,14,12,3,8,17,18,18,16,14,10,11,9
FLORIDA,COOPER CITY,ASSAULTS,45,37,51,42,82,68,79,77,47,35,29,39
FLORIDA,COOPER CITY,RAPES,0,3,8,5,2,2,1,2,3,5,1,0
FLORIDA,COOPER CITY,MURDERS,0,0,1,0,0,0,0,0,0,0,0,0
FLORIDA,COOPER CITY,BURGLARIES,161,169,125,99,107,113,123,123,123,156,143,120
PENNSYLVANIA,COOPERSBURG,MURDERS,0,0,0,,0,0,,0,0,0,0,0
PENNSYLVANIA,COOPERSBURG,ASSAULTS,4,5,0,,6,3,,1,4,3,4,4
PENNSYLVANIA,COOPERSBURG,THEFTS,32,31,31,,32,36,,35,,17,13,14
PENNSYLVANIA,COOPERSBURG,RAPES,0,0,0,,2,0,,0,0,1,0,0
PENNSYLVANIA,COOPERSBURG,AUTO THEFTS,4,3,2,,0,2,,0,0,0,3,0
PENNSYLVANIA,COOPERSBURG,ROBBERIES,1,1,1,,2,0,,0,0,0,0,2
PENNSYLVANIA,COOPERSBURG,BURGLARIES,6,4,2,,6,6,,4,0,1,1,1
PENNSYLVANIA,COOPERSBURG,ARSON,0,0,0,,0,0,,0,0,0,0,0
NEW YORK,COOPERSTOWN,ROBBERIES,,,,,0,1,,,0,0,0,1
NEW YORK,COOPERSTOWN,RAPES,,,,,1,0,,,1,0,0,0
NEW YORK,COOPERSTOWN,AUTO THEFTS,,,,,0,0,,,0,0,0,0
NEW YORK,COOPERSTOWN,ARSON,,,,,,0,,,0,0,0,
NEW YORK,COOPERSTOWN,THEFTS,,,,,29,35,,,36,24,25,27
NEW YORK,COOPERSTOWN,MURDERS,,,,,0,0,,,0,0,0,0
NEW YORK,COOPERSTOWN,ASSAULTS,,,,,4,2,,,0,1,0,3
NEW YORK,COOPERSTOWN,BURGLARIES,,,,,6,3,,,7,4,2,4
TENNESSEE,COOPERTOWN,RAPES,0,0,0,0,0,0,1,0,0,0,0,0
TENNESSEE,COOPERTOWN,BURGLARIES,21,21,22,13,11,24,19,18,13,9,13,8
TENNESSEE,COOPERTOWN,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
TENNESSEE,COOPERTOWN,THEFTS,26,11,21,12,36,40,23,24,15,15,20,7
TENNESSEE,COOPERTOWN,ASSAULTS,3,4,1,12,14,6,5,6,3,2,3,3
TENNESSEE,COOPERTOWN,ARSON,0,0,0,1,0,0,0,0,1,0,0,0
TENNESSEE,COOPERTOWN,ROBBERIES,1,1,0,0,1,0,0,1,0,0,0,1
TENNESSEE,COOPERTOWN,AUTO THEFTS,4,5,2,0,3,7,9,4,4,2,3,4
OREGON,COOS BAY,BURGLARIES,160,133,126,113,158,121,146,130,107,156,141,
OREGON,COOS BAY,RAPES,7,16,10,3,6,12,0,8,7,9,10,
OREGON,COOS BAY,THEFTS,687,472,453,405,514,399,501,525,509,652,650,
OREGON,COOS BAY,MURDERS,0,0,0,0,1,0,0,0,0,0,0,
OREGON,COOS BAY,ARSON,5,11,4,5,6,6,10,6,6,3,,
OREGON,COOS BAY,AUTO THEFTS,42,46,43,57,42,50,40,53,44,24,24,
OREGON,COOS BAY,ROBBERIES,7,5,5,7,8,7,9,9,6,10,10,
OREGON,COOS BAY,ASSAULTS,15,14,8,21,14,9,21,17,24,45,69,
ALABAMA,COOSADA,MURDERS,0,0,0,0,0,0,0,0,0,0,0,
ALABAMA,COOSADA,ROBBERIES,0,0,0,0,0,0,0,1,0,0,0,
ALABAMA,COOSADA,THEFTS,8,1,0,11,14,9,21,22,19,17,24,
ALABAMA,COOSADA,ASSAULTS,2,0,0,1,0,0,2,1,2,1,1,
ALABAMA,COOSADA,BURGLARIES,0,3,0,5,7,2,2,5,8,1,8,
ALABAMA,COOSADA,RAPES,0,0,0,0,0,0,0,0,0,0,0,
ALABAMA,COOSADA,AUTO THEFTS,0,0,0,0,0,1,0,1,0,2,1,
ALABAMA,COOSADA,ARSON,,,,,,,,,,,0,
MISSOURI,COOTER,THEFTS,,0,2,1,0,1,1,0,0,0,,
MISSOURI,COOTER,ROBBERIES,,0,0,0,0,0,0,0,0,0,,
MISSOURI,COOTER,ARSON,,0,0,0,1,0,0,0,0,0,,
MISSOURI,COOTER,MURDERS,,0,0,0,0,0,0,0,0,0,,
MISSOURI,COOTER,RAPES,,0,0,0,0,0,0,0,0,0,,
MISSOURI,COOTER,ASSAULTS,,0,0,2,1,0,4,2,0,1,,
MISSOURI,COOTER,BURGLARIES,,1,1,1,0,1,5,0,0,2,,
MISSOURI,COOTER,AUTO THEFTS,,1,1,0,0,0,1,1,0,0,,
PENNSYLVANIA,COPLAY,AUTO THEFTS,6,1,2,,,1,0,0,1,1,0,1
PENNSYLVANIA,COPLAY,BURGLARIES,7,10,10,,,5,6,4,9,12,9,11
PENNSYLVANIA,COPLAY,THEFTS,59,84,101,,,55,58,42,45,62,35,52
PENNSYLVANIA,COPLAY,MURDERS,0,0,0,,,0,0,0,0,0,0,0
PENNSYLVANIA,COPLAY,ROBBERIES,0,0,0,,,2,0,1,0,0,0,1
PENNSYLVANIA,COPLAY,ASSAULTS,1,3,2,,,7,1,0,7,1,1,1
PENNSYLVANIA,COPLAY,ARSON,0,0,0,,,0,0,0,0,0,0,0
PENNSYLVANIA,COPLAY,RAPES,0,0,0,,,0,1,0,0,0,0,0
TEXAS,COPPELL,ARSON,,1,1,0,1,3,2,2,1,1,7,1
TEXAS,COPPELL,MURDERS,,0,0,1,1,0,0,0,1,1,1,0
TEXAS,COPPELL,RAPES,,5,2,4,2,2,1,2,2,7,5,3
TEXAS,COPPELL,AUTO THEFTS,,29,75,82,58,60,63,40,44,49,27,15
TEXAS,COPPELL,THEFTS,,620,709,642,666,624,543,501,462,424,483,519
TEXAS,COPPELL,ROBBERIES,,9,4,5,3,11,10,13,10,11,3,4
TEXAS,COPPELL,ASSAULTS,,15,15,13,16,16,29,12,30,47,24,20
TEXAS,COPPELL,BURGLARIES,,245,170,167,206,145,134,177,154,153,134,129
TEXAS,COPPERAS COVE,RAPES,5,4,11,20,22,16,11,5,2,1,9,10
TEXAS,COPPERAS COVE,MURDERS,0,0,2,0,1,1,1,0,0,2,1,1
TEXAS,COPPERAS COVE,ARSON,1,2,8,11,12,5,19,19,18,14,14,20
TEXAS,COPPERAS COVE,ASSAULTS,96,118,128,61,60,68,82,103,90,131,104,84
TEXAS,COPPERAS COVE,ROBBERIES,10,14,11,20,24,24,21,19,18,15,8,23
TEXAS,COPPERAS COVE,BURGLARIES,230,282,270,252,245,238,316,297,261,258,286,312
TEXAS,COPPERAS COVE,AUTO THEFTS,44,53,46,26,23,25,35,39,22,14,21,7
TEXAS,COPPERAS COVE,THEFTS,848,804,643,782,769,795,785,641,679,803,603,636
TENNESSEE,COPPERHILL,MURDERS,0,0,0,0,0,0,0,0,0,0,0,
TENNESSEE,COPPERHILL,THEFTS,0,10,7,7,3,15,10,6,5,5,3,
TENNESSEE,COPPERHILL,AUTO THEFTS,0,1,1,2,1,5,1,1,1,0,0,
TENNESSEE,COPPERHILL,ASSAULTS,1,3,0,5,1,1,0,4,3,0,0,
TENNESSEE,COPPERHILL,ARSON,0,0,0,1,0,0,0,1,0,0,0,
TENNESSEE,COPPERHILL,RAPES,0,0,0,1,0,0,0,0,0,0,0,
TENNESSEE,COPPERHILL,ROBBERIES,0,0,0,0,0,0,2,1,0,1,0,
TENNESSEE,COPPERHILL,BURGLARIES,0,5,5,6,5,3,3,8,0,5,2,
OREGON,COQUILLE,ASSAULTS,0,0,0,4,6,0,0,0,0,,0,
OREGON,COQUILLE,THEFTS,76,77,70,39,55,46,35,18,34,,49,
OREGON,COQUILLE,ROBBERIES,1,0,0,0,1,0,0,0,0,,0,
OREGON,COQUILLE,ARSON,2,0,0,1,0,3,1,2,0,,0,
OREGON,COQUILLE,RAPES,0,1,0,0,1,0,1,1,0,,0,
OREGON,COQUILLE,BURGLARIES,21,15,20,12,11,15,10,13,19,,18,
OREGON,COQUILLE,AUTO THEFTS,5,4,5,5,5,0,3,1,1,,2,
OREGON,COQUILLE,MURDERS,0,0,0,0,0,0,0,0,0,,0,
FLORIDA,CORAL GABLES,ASSAULTS,160,117,84,91,108,79,70,59,59,53,56,50
FLORIDA,CORAL GABLES,ARSON,4,0,2,3,6,1,1,0,0,1,1,2
FLORIDA,CORAL GABLES,AUTO THEFTS,221,216,229,176,124,114,119,120,100,65,87,111
FLORIDA,CORAL GABLES,RAPES,5,11,3,10,4,4,8,2,3,3,5,4
FLORIDA,CORAL GABLES,ROBBERIES,85,55,68,58,40,35,53,55,37,35,30,22
FLORIDA,CORAL GABLES,THEFTS,"1,875","1,978","1,975","1,832","1,613","1,653","1,672","1,693","1,538","1,512","1,822","1,757"
FLORIDA,CORAL GABLES,BURGLARIES,491,485,440,489,471,366,404,379,462,376,388,409
FLORIDA,CORAL GABLES,MURDERS,1,1,3,1,0,0,1,0,1,2,1,3
FLORIDA,CORAL SPRINGS,AUTO THEFTS,318,332,286,277,243,253,244,223,155,175,164,150
FLORIDA,CORAL SPRINGS,THEFTS,"2,393","2,613","2,695","2,440","1,975","2,209","2,330","2,178","2,222","2,192","2,238","2,098"
FLORIDA,CORAL SPRINGS,BURGLARIES,648,681,560,425,424,487,478,549,541,517,633,572
FLORIDA,CORAL SPRINGS,ASSAULTS,157,178,194,217,157,202,202,207,242,174,141,140
FLORIDA,CORAL SPRINGS,ROBBERIES,73,87,70,80,58,86,89,99,90,78,90,78
FLORIDA,CORAL SPRINGS,MURDERS,2,2,2,0,0,2,3,4,2,1,1,1
FLORIDA,CORAL SPRINGS,ARSON,6,8,8,4,7,7,2,5,3,4,0,9
FLORIDA,CORAL SPRINGS,RAPES,13,25,24,22,9,2,7,2,4,8,4,10
IOWA,CORALVILLE,RAPES,9,10,10,8,6,11,5,12,4,5,9,4
IOWA,CORALVILLE,ARSON,2,3,10,8,3,6,12,2,4,1,7,3
IOWA,CORALVILLE,ASSAULTS,17,14,4,11,7,24,27,15,18,12,16,17
IOWA,CORALVILLE,THEFTS,541,621,646,647,622,658,674,530,500,402,431,446
IOWA,CORALVILLE,MURDERS,1,0,0,0,0,0,0,0,0,0,1,1
IOWA,CORALVILLE,AUTO THEFTS,17,20,19,23,11,21,20,23,17,14,12,11
IOWA,CORALVILLE,BURGLARIES,78,79,60,68,82,65,85,94,66,55,50,76
IOWA,CORALVILLE,ROBBERIES,13,9,4,10,6,14,9,15,13,9,5,10
PENNSYLVANIA,CORAOPOLIS,RAPES,,0,4,3,1,1,1,0,1,0,2,0
PENNSYLVANIA,CORAOPOLIS,AUTO THEFTS,,23,20,12,13,15,5,4,4,5,7,1
PENNSYLVANIA,CORAOPOLIS,BURGLARIES,,38,42,32,31,43,37,20,18,15,25,11
PENNSYLVANIA,CORAOPOLIS,ROBBERIES,,4,2,5,3,9,7,1,1,2,6,5
PENNSYLVANIA,CORAOPOLIS,ARSON,,1,1,0,2,0,0,0,0,1,0,0
PENNSYLVANIA,CORAOPOLIS,MURDERS,,0,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,CORAOPOLIS,THEFTS,,152,144,134,132,151,92,129,81,87,78,81
PENNSYLVANIA,CORAOPOLIS,ASSAULTS,,47,44,47,36,56,57,41,46,48,38,34
